Date	Type	Title	Info	Currency	Amount	Fees & Taxes	Net
05 January, 2024	Fee	Credit for transaction fee on Personalised Name Blanket for Kids,Custo...	Order #3137415863	GBP	--	£1.34	£1.34
05 January, 2024	VAT	VAT: transaction credit	transaction credit: 3887600039	GBP	--	£0.27	£0.27
05 January, 2024	Fee	Credit for transaction fee on Personalised Name Blanket for Kids,Custo...	Order #3137415863	GBP	--	£1.34	£1.34
05 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.20	£0.20
05 January, 2024	Fee	Credit for transaction fee on shipping	Order #3137415863	GBP	--	£1.00	£1.00
05 January, 2024	VAT	VAT: Processing Fee	order: 3137415863	GBP	--	£0.64	£0.64
05 January, 2024	Fee	Credit for processing fee	Order #3137415863	GBP	--	£3.21	£3.21
05 January, 2024	Refund	Refund to buyer for Order #3137415863		GBP	-£75.27	--	-£75.27
05 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.02	£0.02
05 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3145445128	GBP	--	£0.08	£0.08
05 January, 2024	VAT	VAT: transaction credit	transaction credit: 3886861630	GBP	--	£0.27	£0.27
05 January, 2024	Fee	Credit for transaction fee on Personalised Name Blanket for Kids,Custo...	Order #3145445128	GBP	--	£1.34	£1.34
05 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.07	£0.07
05 January, 2024	Fee	Credit for transaction fee on shipping	Order #3145445128	GBP	--	£0.35	£0.35
05 January, 2024	VAT	VAT: Processing Fee	order: 3145445128	GBP	--	£0.25	£0.25
05 January, 2024	Fee	Credit for processing fee	Order #3145445128	GBP	--	£1.24	£1.24
05 January, 2024	Refund	Refund to buyer for Order #3145445128		GBP	-£25.98	--	-£25.98
05 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.02	£0.02
05 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3168805940	GBP	--	£0.08	£0.08
05 January, 2024	VAT	VAT: Offsite Ads fee credit	order: 3168805940	GBP	--	£0.57	£0.57
05 January, 2024	Marketing	Credit for Offsite Ads fee	Order #3168805940	GBP	--	£2.83	£2.83
05 January, 2024	VAT	VAT: transaction credit	transaction credit: 3917180553	GBP	--	£0.20	£0.20
05 January, 2024	Fee	Credit for transaction fee on Personalised Photo Night Light,Custom Na...	Order #3168805940	GBP	--	£0.98	£0.98
05 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.11	£0.11
05 January, 2024	Fee	Credit for transaction fee on shipping	Order #3168805940	GBP	--	£0.55	£0.55
04 January, 2024	VAT	VAT: Processing Fee	order: 3168805940	GBP	--	£0.24	£0.24
04 January, 2024	Fee	Credit for processing fee	Order #3168805940	GBP	--	£1.19	£1.19
04 January, 2024	Tax	Refund to buyer for sales tax	Order #3168805940	GBP	--	£1.17	£1.17
04 January, 2024	Refund	Refund to buyer for Order #3168805940		GBP	-£24.72	--	-£24.72
04 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
04 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3168967134	GBP	--	£0.03	£0.03
04 January, 2024	VAT	VAT: transaction credit	transaction credit: 3916694770	GBP	--	£0.08	£0.08
04 January, 2024	Fee	Credit for transaction fee on Custom Pet Bookmark with Photo,Personali...	Order #3168967134	GBP	--	£0.39	£0.39
04 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.05	£0.05
04 January, 2024	Fee	Credit for transaction fee on shipping	Order #3168967134	GBP	--	£0.26	£0.26
04 January, 2024	VAT	VAT: Processing Fee	order: 3168967134	GBP	--	£0.12	£0.12
04 January, 2024	Fee	Credit for processing fee	Order #3168967134	GBP	--	£0.60	£0.60
04 January, 2024	Refund	Refund to buyer for Order #3168967134		GBP	-£10.06	--	-£10.06
04 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
04 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3152498622	GBP	--	£0.07	£0.07
04 January, 2024	VAT	VAT: transaction credit	transaction credit: 3895670624	GBP	--	£0.21	£0.21
04 January, 2024	Fee	Credit for transaction fee on Personalised Photo Night Light,Custom Na...	Order #3152498622	GBP	--	£1.03	£1.03
04 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.07	£0.07
04 January, 2024	Fee	Credit for transaction fee on shipping	Order #3152498622	GBP	--	£0.35	£0.35
04 January, 2024	VAT	VAT: Processing Fee	order: 3152498622	GBP	--	£0.21	£0.21
04 January, 2024	Fee	Credit for processing fee	Order #3152498622	GBP	--	£1.05	£1.05
04 January, 2024	Refund	Refund to buyer for Order #3152498622		GBP	-£21.24	--	-£21.24
04 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
04 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3161523829	GBP	--	£0.05	£0.05
04 January, 2024	VAT	VAT: transaction credit	transaction credit: 3918189167	GBP	--	£0.08	£0.08
04 January, 2024	Fee	Credit for transaction fee on Custom Pet Bookmark with Photo,Personali...	Order #3161523829	GBP	--	£0.39	£0.39
04 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.12	£0.12
04 January, 2024	Fee	Credit for transaction fee on shipping	Order #3161523829	GBP	--	£0.58	£0.58
04 January, 2024	VAT	VAT: Processing Fee	order: 3161523829	GBP	--	£0.16	£0.16
04 January, 2024	Fee	Credit for processing fee	Order #3161523829	GBP	--	£0.80	£0.80
04 January, 2024	Refund	Refund to buyer for Order #3161523829		GBP	-£15.06	--	-£15.06
04 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.02	£0.02
04 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3123593381	GBP	--	£0.10	£0.10
04 January, 2024	VAT	VAT: transaction credit	transaction credit: 3870731751	GBP	--	£0.34	£0.34
04 January, 2024	Fee	Credit for transaction fee on Personalised Pet Photo Blanket,Custom Do...	Order #3123593381	GBP	--	£1.69	£1.69
04 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.07	£0.07
04 January, 2024	Fee	Credit for transaction fee on shipping	Order #3123593381	GBP	--	£0.35	£0.35
04 January, 2024	VAT	VAT: Processing Fee	order: 3123593381	GBP	--	£0.29	£0.29
04 January, 2024	Fee	Credit for processing fee	Order #3123593381	GBP	--	£1.46	£1.46
04 January, 2024	Refund	Refund to buyer for Order #3123593381		GBP	-£31.47	--	-£31.47
03 January, 2024	VAT	VAT: Processing Fee	Order #3169774110	GBP	--	-£0.18	-£0.18
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
03 January, 2024	VAT	VAT: transaction	transaction: 3917763106	GBP	--	-£0.15	-£0.15
03 January, 2024	Fee	Regulatory Operating fee	Order #3169774110	GBP	--	-£0.05	-£0.05
03 January, 2024	Fee	Transaction fee: Shipping	Order #3169774110	GBP	--	-£0.35	-£0.35
03 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3169774110	GBP	--	-£0.75	-£0.75
03 January, 2024	Sale	Payment for Order #3169774110		GBP	£16.90	--	£16.90
03 January, 2024	Fee	Processing fee	Order #3169774110	GBP	--	-£0.88	-£0.88
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161729889	GBP	--	-£0.18	-£0.18
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
03 January, 2024	VAT	VAT: transaction	transaction: 3918457421	GBP	--	-£0.15	-£0.15
03 January, 2024	Fee	Regulatory Operating fee	Order #3161729889	GBP	--	-£0.05	-£0.05
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161729889	GBP	--	-£0.35	-£0.35
03 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3161729889	GBP	--	-£0.75	-£0.75
03 January, 2024	Fee	Processing fee	Order #3161729889	GBP	--	-£0.88	-£0.88
03 January, 2024	Sale	Payment for Order #3161729889		GBP	£16.90	--	£16.90
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161710303	GBP	--	-£0.18	-£0.18
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
03 January, 2024	VAT	VAT: transaction	transaction: 3917737466	GBP	--	-£0.15	-£0.15
03 January, 2024	Fee	Regulatory Operating fee	Order #3161710303	GBP	--	-£0.05	-£0.05
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161710303	GBP	--	-£0.35	-£0.35
03 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3161710303	GBP	--	-£0.75	-£0.75
03 January, 2024	Fee	Processing fee	Order #3161710303	GBP	--	-£0.88	-£0.88
03 January, 2024	Sale	Payment for Order #3161710303		GBP	£16.90	--	£16.90
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161704889	GBP	--	-£0.18	-£0.18
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
03 January, 2024	VAT	VAT: transaction	transaction: 3918425149	GBP	--	-£0.15	-£0.15
03 January, 2024	Fee	Regulatory Operating fee	Order #3161704889	GBP	--	-£0.05	-£0.05
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161704889	GBP	--	-£0.35	-£0.35
03 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3161704889	GBP	--	-£0.75	-£0.75
03 January, 2024	Fee	Processing fee	Order #3161704889	GBP	--	-£0.88	-£0.88
03 January, 2024	Sale	Payment for Order #3161704889		GBP	£16.90	--	£16.90
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161563921	GBP	--	-£0.12	-£0.12
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: transaction	transaction: 3918241851	GBP	--	-£0.12	-£0.12
03 January, 2024	Fee	Regulatory Operating fee	Order #3161563921	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Transaction fee: Baby Announcement Sign With Birth Stats,...	Order #3161563921	GBP	--	-£0.62	-£0.62
03 January, 2024	Fee	Processing fee	Order #3161563921	GBP	--	-£0.58	-£0.58
03 January, 2024	Sale	Payment for Order #3161563921		GBP	£9.57	--	£9.57
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1534920318	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1534920318	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161523829	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.12	-£0.12
03 January, 2024	VAT	VAT: transaction	transaction: 3918189167	GBP	--	-£0.08	-£0.08
03 January, 2024	Fee	Regulatory Operating fee	Order #3161523829	GBP	--	-£0.05	-£0.05
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161523829	GBP	--	-£0.58	-£0.58
03 January, 2024	Fee	Transaction fee: Custom Pet Bookmark with Photo,Personali...	Order #3161523829	GBP	--	-£0.39	-£0.39
03 January, 2024	Fee	Processing fee	Order #3161523829	GBP	--	-£0.80	-£0.80
03 January, 2024	Sale	Payment for Order #3161523829		GBP	£15.06	--	£15.06
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593473898	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593473898	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161508241	GBP	--	-£0.13	-£0.13
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
03 January, 2024	VAT	VAT: transaction	transaction: 3917475360	GBP	--	-£0.10	-£0.10
03 January, 2024	Fee	Regulatory Operating fee	Order #3161508241	GBP	--	-£0.04	-£0.04
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161508241	GBP	--	-£0.26	-£0.26
03 January, 2024	Fee	Transaction fee: Persoanlised Birth Flower Baby Hair Brus...	Order #3161508241	GBP	--	-£0.48	-£0.48
03 January, 2024	Fee	Processing fee	Order #3161508241	GBP	--	-£0.66	-£0.66
03 January, 2024	Sale	Payment for Order #3161508241		GBP	£11.42	--	£11.42
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1542213021	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1542213021	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161499145	GBP	--	-£0.21	-£0.21
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.08	-£0.08
03 January, 2024	VAT	VAT: transaction	transaction: 3917463458	GBP	--	-£0.15	-£0.15
03 January, 2024	Fee	Regulatory Operating fee	Order #3161499145	GBP	--	-£0.06	-£0.06
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161499145	GBP	--	-£0.39	-£0.39
03 January, 2024	Fee	Transaction fee: Personalised Name Night Light,Bear Baby ...	Order #3161499145	GBP	--	-£0.74	-£0.74
03 January, 2024	Tax	Sales tax paid by buyer	Order #3161499145	GBP	--	-£3.49	-£3.49
03 January, 2024	Fee	Processing fee	Order #3161499145	GBP	--	-£1.04	-£1.04
03 January, 2024	Sale	Payment for Order #3161499145		GBP	£20.94	--	£20.94
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1554859577	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1554859577	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3169518410	GBP	--	-£0.20	-£0.20
03 January, 2024	VAT	VAT: Offsite Ads fee	order: 3169518410	GBP	--	-£0.49	-£0.49
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
03 January, 2024	VAT	VAT: transaction	transaction: 3917429896	GBP	--	-£0.20	-£0.20
03 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3169518410	GBP	--	-£2.45	-£2.45
03 January, 2024	Fee	Regulatory Operating fee	Order #3169518410	GBP	--	-£0.07	-£0.07
03 January, 2024	Fee	Transaction fee: Shipping	Order #3169518410	GBP	--	-£0.35	-£0.35
03 January, 2024	Fee	Transaction fee: Personalised Photo Night Light,Custom Na...	Order #3169518410	GBP	--	-£0.98	-£0.98
03 January, 2024	Fee	Processing fee	Order #3169518410	GBP	--	-£1.02	-£1.02
03 January, 2024	Sale	Payment for Order #3169518410		GBP	£20.45	--	£20.45
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1584918499	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1584918499	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: listing	listing: 1635359976	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1635359976	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161426749	GBP	--	-£0.18	-£0.18
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
03 January, 2024	VAT	VAT: transaction	transaction: 3918061599	GBP	--	-£0.15	-£0.15
03 January, 2024	Fee	Regulatory Operating fee	Order #3161426749	GBP	--	-£0.05	-£0.05
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161426749	GBP	--	-£0.35	-£0.35
03 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3161426749	GBP	--	-£0.75	-£0.75
03 January, 2024	Fee	Processing fee	Order #3161426749	GBP	--	-£0.88	-£0.88
03 January, 2024	Sale	Payment for Order #3161426749		GBP	£16.90	--	£16.90
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: listing	listing: 1649524049	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1649524049	GBP	--	-£0.16	-£0.16
03 January, 2024	VAT	VAT: Processing Fee	Order #3161350967	GBP	--	-£0.14	-£0.14
03 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
03 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
03 January, 2024	VAT	VAT: transaction	transaction: 3917963173	GBP	--	-£0.08	-£0.08
03 January, 2024	Fee	Regulatory Operating fee	Order #3161350967	GBP	--	-£0.04	-£0.04
03 January, 2024	Fee	Transaction fee: Shipping	Order #3161350967	GBP	--	-£0.35	-£0.35
03 January, 2024	Fee	Transaction fee: Personalised Wooden Baby Hair Brush,Birt...	Order #3161350967	GBP	--	-£0.42	-£0.42
03 January, 2024	Fee	Processing fee	Order #3161350967	GBP	--	-£0.68	-£0.68
03 January, 2024	Sale	Payment for Order #3161350967		GBP	£11.91	--	£11.91
03 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1535643056	GBP	--	-£0.03	-£0.03
03 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1535643056	GBP	--	-£0.16	-£0.16
03 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3124652029	GBP	--	£0.01	£0.01
03 January, 2024	VAT	VAT: transaction credit	transaction credit: 3872044381	GBP	--	£0.03	£0.03
03 January, 2024	Fee	Credit for transaction fee on Personalised Photo Collage LED Night Lig...	Order #3124652029	GBP	--	£0.17	£0.17
03 January, 2024	VAT	VAT: Processing Fee	order: 3124652029	GBP	--	£0.03	£0.03
03 January, 2024	Fee	Credit for processing fee	Order #3124652029	GBP	--	£0.10	£0.10
03 January, 2024	Refund	Partial refund to buyer for Order #3124652029		GBP	-£2.64	--	-£2.64
03 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
03 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3099732051	GBP	--	£0.03	£0.03
03 January, 2024	VAT	VAT: transaction credit	transaction credit: 3840662643	GBP	--	£0.13	£0.13
03 January, 2024	Fee	Credit for transaction fee on Personalised Name Night Light for Baby,A...	Order #3099732051	GBP	--	£0.65	£0.65
03 January, 2024	VAT	VAT: Processing Fee	order: 3099732051	GBP	--	£0.10	£0.10
03 January, 2024	Fee	Credit for processing fee	Order #3099732051	GBP	--	£0.40	£0.40
03 January, 2024	Refund	Partial refund to buyer for Order #3099732051		GBP	-£10.05	--	-£10.05
03 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
03 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3149598929	GBP	--	£0.07	£0.07
03 January, 2024	VAT	VAT: Offsite Ads fee credit	order: 3149598929	GBP	--	£0.51	£0.51
03 January, 2024	Marketing	Credit for Offsite Ads fee	Order #3149598929	GBP	--	£2.54	£2.54
03 January, 2024	VAT	VAT: transaction credit	transaction credit: 3901589550	GBP	--	£0.20	£0.20
03 January, 2024	Fee	Credit for transaction fee on Custom Photo Collage LED Light,Personali...	Order #3149598929	GBP	--	£1.02	£1.02
03 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.07	£0.07
03 January, 2024	Fee	Credit for transaction fee on shipping	Order #3149598929	GBP	--	£0.35	£0.35
03 January, 2024	VAT	VAT: renew sold auto credit	renew sold auto credit: 1570758500	GBP	--	£0.03	£0.03
03 January, 2024	Fee	Credit for listing fee ($0.20 USD)	Listing #1570758500	GBP	--	£0.16	£0.16
03 January, 2024	VAT	VAT: Processing Fee	order: 3149598929	GBP	--	£0.21	£0.21
03 January, 2024	Fee	Credit for processing fee	Order #3149598929	GBP	--	£1.05	£1.05
03 January, 2024	Refund	Refund to buyer for Order #3149598929		GBP	-£21.13	--	-£21.13
02 January, 2024	VAT	VAT: Processing Fee	Order #3169031290	GBP	--	-£0.17	-£0.17
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3917476785	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3169031290	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3169031290	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Custom Night Light, Name Night Light, Ba...	Order #3169031290	GBP	--	-£0.73	-£0.73
02 January, 2024	Fee	Processing fee	Order #3169031290	GBP	--	-£0.86	-£0.86
02 January, 2024	Sale	Payment for Order #3169031290		GBP	£16.59	--	£16.59
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1498456252	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1498456252	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168967134	GBP	--	-£0.12	-£0.12
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
02 January, 2024	VAT	VAT: transaction	transaction: 3916694770	GBP	--	-£0.08	-£0.08
02 January, 2024	Fee	Regulatory Operating fee	Order #3168967134	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168967134	GBP	--	-£0.26	-£0.26
02 January, 2024	Fee	Transaction fee: Custom Pet Bookmark with Photo,Personali...	Order #3168967134	GBP	--	-£0.39	-£0.39
02 January, 2024	Fee	Processing fee	Order #3168967134	GBP	--	-£0.60	-£0.60
02 January, 2024	Sale	Payment for Order #3168967134		GBP	£10.06	--	£10.06
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593473898	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593473898	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168928160	GBP	--	-£0.17	-£0.17
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3916643610	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3168928160	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168928160	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Name Night Light for Baby,A...	Order #3168928160	GBP	--	-£0.74	-£0.74
02 January, 2024	Fee	Processing fee	Order #3168928160	GBP	--	-£0.87	-£0.87
02 January, 2024	Sale	Payment for Order #3168928160		GBP	£16.85	--	£16.85
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1540723683	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1540723683	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3160891277	GBP	--	-£0.17	-£0.17
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3917341937	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3160891277	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160891277	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Rainbow Acrylic Night Lamp,...	Order #3160891277	GBP	--	-£0.74	-£0.74
02 January, 2024	Fee	Processing fee	Order #3160891277	GBP	--	-£0.87	-£0.87
02 January, 2024	Sale	Payment for Order #3160891277		GBP	£16.85	--	£16.85
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1523147426	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1523147426	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168869490	GBP	--	-£0.22	-£0.22
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.14	-£0.14
02 January, 2024	VAT	VAT: transaction	transaction: 3917264759	GBP	--	-£0.13	-£0.13
02 January, 2024	VAT	VAT: transaction	transaction: 3916566420	GBP	--	-£0.02	-£0.02
02 January, 2024	Fee	Regulatory Operating fee	Order #3168869490	GBP	--	-£0.07	-£0.07
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168869490	GBP	--	-£0.68	-£0.68
02 January, 2024	Fee	Transaction fee: Personalised Frosted Table Numbers,Custo...	Order #3168869490	GBP	--	-£0.12	-£0.12
02 January, 2024	Fee	Transaction fee: Personalised Frosted Table Numbers,Custo...	Order #3168869490	GBP	--	-£0.66	-£0.66
02 January, 2024	Fee	Processing fee	Order #3168869490	GBP	--	-£1.10	-£1.10
02 January, 2024	Sale	Payment for Order #3168869490		GBP	£22.43	--	£22.43
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1572260213	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1572260213	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1572260213	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1572260213	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3160804073	GBP	--	-£0.12	-£0.12
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
02 January, 2024	VAT	VAT: transaction	transaction: 3917226979	GBP	--	-£0.08	-£0.08
02 January, 2024	Fee	Regulatory Operating fee	Order #3160804073	GBP	--	-£0.03	-£0.03
